A	'ə	 ə 
boga	b 'o ɣ ə	 b 'ɔ ɣ ə 
boïc	b u 'i k	 b 'ɔ 'i k 
boicotejada	b u j k u t ə ʒ 'a ð ə	 b 'ɔ j k u t ə ʒ 'a ð ə 
boicotejades	b u j k u t ə ʒ 'a ð ə s	 b 'ɔ j k u t ə ʒ 'a ð ə s 
boicotejar	b u j k u t ə ʒ 'a	 b 'ɔ j k u t ə ʒ 'a 
boicotejat	b u j k u t ə ʒ 'a t	 b 'ɔ j k u t ə ʒ 'a t 
boicotejats	b u j k u t ə ʒ 'a t s	 b 'ɔ j k u t ə ʒ 'a t s 
boig	b 'ɔ t ʃ	 b 'ɔ j ə 
boirina	b u j ɾ 'i n ə	 b u i ɾ 'i n ə 
boirum	b u j ɾ 'u m	 b 'ɔ j ɾ 'u m 
bolca	b 'o l k ə	 b 'ɔ l k ə 
bolquen	b 'o l k ə n	 b 'ɔ l k ə n 
bolquer	b u l k 'e	 b 'ɔ l k 'e 
bolquet	b u l k 'ɛ t	 b 'ɔ l k 'ɛ t 
bomba	b 'o m b ə	 b 'ɔ m b ə 
bombes	b 'o m b ə s	 b 'ɔ m b ə s 
bombo	b 'o m b u	 b 'ɔ m b u 
bombolla	b u m b 'o ʎ ə	 b u m b 'ɔ ʎ ə 
bon	b 'ɔ n	 b 'o n 
bona	b 'ɔ n ə	 b 'o n ə 
bones	b 'ɔ n ə s	 b 'o n ə s 
bons	b 'ɔ n s	 b 'o n s 
bonze	b 'ɔ n z ə	 b 'o n z ə 
bonzessa	b u n z 'ɛ s ə	 b u n z 'e s ə 
boques	b 'o k ə s	 b 'ɔ k ə s 
borgenc	b u r ʒ 'ɛ ŋ	 b u r ʒ 'ɛ n s 
borratxera	b u r ə t ʃ 'e ɾ ə	 b u r 'a t ʃ 'e ɾ ə 
borrut	b u r 'u t	 b 'o r 'u t 
borsa	b 'o r s ə	 b 'ɔ r s ə 
borses	b 'o r s ə s	 b 'ɔ r s ə s 
borur	b u ɾ 'u r	 b u ɾ 'u 
bosc	b 'ɔ s k	 b 'o s k 
bossa	b 'o s ə	 b 'ɔ s ə 
bosses	b 'o s ə s	 b 'ɔ s ə s 
bot	b 'o t	 b 'ɔ t 
bota	b 'o t ə	 b 'ɔ t ə 
botes	b 'o t ə s	 b 'ɔ t ə s 
boti	b 'o t i	 b 'ɔ t i 
bou	b 'ɔ w	 b 'o w 
bous	b 'ɔ w s	 b 'o 'u s 
bràctea	b ɾ 'a k t e ə	 b ɾ 'a k t ə ə 
bragueta	b ɾ ə ɣ 'ɛ t ə	 b ɾ ə ɣ u 'ɛ t ə 
brànquia	b ɾ 'a ŋ k i ə	 b ɾ 'a ŋ k 'i ə 
brànquies	b ɾ 'a ŋ k i ə s	 b ɾ 'a ŋ k 'i ə s 
bressa	b ɾ 'ɛ s ə	 b ɾ 'e s ə 
bretxa	b ɾ 'e t ʃ ə	 b ɾ 'ɛ t ʃ ə 
breu	b ɾ 'e w	 b ɾ 'ɛ w 
breus	b ɾ 'e w s	 b ɾ 'ɛ w s 
brillantment	b ɾ i ʎ ə m m 'e n	 b ɾ i ʎ 'a n ə m 'e n 
broda	b ɾ 'o ð ə	 b ɾ 'ɔ ð ə 
brolla	b ɾ 'o ʎ ə	 b ɾ 'ɔ ʎ ə 
brollen	b ɾ 'o ʎ ə n	 b ɾ 'ɔ ʎ ə n 
bromur	b ɾ u m 'u r	 b ɾ u m 'u 
brot	b ɾ 'o t	 b ɾ 'ɔ t 
brota	b ɾ 'o t ə	 b ɾ 'ɔ t ə 
brou	b ɾ 'ɔ w	 b ɾ 'o 
Brunei	b ɾ u n 'ɛ j	 b ɾ u n 'ɛ i 
brunenc	b ɾ u n 'ɛ ŋ	 b ɾ u n 'ɛ n s 
búbal	b 'u β ə l	 b 'u β 'a l 
búfal	b 'u f ə l	 b 'u f 'a l 
búfals	b 'u f ə l s	 b 'u f 'a l s 
búgula	b 'u ɣ u l ə	 b 'u ɣ 'u l ə 
buidada	b u j ð 'a ð ə	 b u i ð 'a ð ə 
buidades	b u j ð 'a ð ə s	 b u i ð 'a ð ə s 
buidar	b u j ð 'a	 b u i ð 'a 
buidat	b u j ð 'a t	 b u i ð 'a t 
buidatge	b u j ð 'a d ʒ ə	 b u i ð 'a d ʒ ə 
buidats	b u j ð 'a t s	 b u i ð 'a t s 
buidor	b u j ð 'o	 b u i ð 'o 
búlgar	b 'u l ɣ ə r	 b 'u l ɣ 'a 
búlgara	b 'u l ɣ ə ɾ ə	 b 'u l ɣ 'a ɾ ə 
bullabessa	b u ʎ ə β 'ɛ s ə	 b u ʎ ə β 'e s ə 
búnquer	b 'u ŋ k ə r	 b 'u ŋ k 'e 
burg	b 'u r k	 b 'u r 
busseig	b u s 'ɛ t ʃ	 b u s 'ɛ ʃ 
buté	b u t 'e	 b 'u t 'e 
cabeça	k ə β 'ɛ s ə	 k ə β 'e s ə 
cabell	k ə β 'ɛ ʎ	 k ə β 'e ʎ 
caber	k ə β 'ɛ	 k ə β 'e 
cabilenc	k ə β i l 'ɛ ŋ	 k ə β i l 'ɛ n s 
cadascú	k ə ð ə s k 'u	 k 'a ð ə s k 'u 
cadascun	k ə ð ə s k 'u n	 k 'a ð ə s k 'u n 
caiguda	k ə j ɣ 'u ð ə	 k 'a j ɣ 'u ð ə 
caigudes	k ə j ɣ 'u ð ə s	 k 'a j ɣ 'u ð ə s 
caigut	k ə j ɣ 'u t	 k 'a j ɣ 'u t 
caiguts	k ə j ɣ 'u t s	 k 'a j ɣ 'u t s 
caireta	k ə j ɾ 'ɛ t ə	 k ə i ɾ 'ɛ t ə 
calabruixar	k ə l ə β ɾ u ʃ 'a	 k ə l ə β ɾ u i ʃ 'a 
Calabuig	k ə l ə β 'u t ʃ	 k ə l ə β 'u ʃ 
calàndria	k ə l 'a n d ɾ i ə	 k ə l 'a n d ɾ 'i ə 
calb	k 'a l p	 k 'a l 
calbs	k 'a l p s	 k 'a l s 
caler	k ə l 'ɛ	 k ə l 'e 
calfred	k ə l f ɾ 'ɛ t	 k ə l f ɾ 'e d 
camarlenc	k ə m ə r l 'ɛ ŋ	 k ə m ə r l 'ɛ ŋ k 
camp	k 'a m	 k 'a m p 
campament	k ə m p ə m 'e n	 k 'a m p ə m 'e n 
camps	k 'a m s	 k 'a m p s 
canadenc	k ə n ə ð 'ɛ ŋ	 k ə n ə ð 'ɛ n s 
canadencs	k ə n ə ð 'ɛ ŋ s	 k ə n ə ð 'ɛ ŋ k s 
càndid	k 'a n d i t	 k 'a n d i ð 
canoa	k ə n 'o ə	 k ə n 'ɔ ə 
cansament	k ə n s ə m 'e n	 k 'a n s ə m 'e n 
cantimplora	k ə n t i m p l 'ɔ ɾ ə	 k ə n t i m p l 'o ɾ ə 
caos	k 'a o s	 k 'a 'ɔ s 
capbussó	k ə b b u s 'o	 k ə p b u s 'o 
capdavall	k ə b d ə β 'a ʎ	 k ə p d ə β 'a ʎ 
capdavanter	k ə b d ə β ə n t 'e	 k ə p d ə β ə n t 'e 
capgirada	k ə b ʒ i ɾ 'a ð ə	 k ə p ʒ i ɾ 'a ð ə 
capgirades	k ə b ʒ i ɾ 'a ð ə s	 k ə p ʒ i ɾ 'a ð ə s 
capgirar	k ə b ʒ i ɾ 'a	 k ə p ʒ i ɾ 'a 
capgirat	k ə b ʒ i ɾ 'a t	 k ə p ʒ i ɾ 'a t 
capgirats	k ə b ʒ i ɾ 'a t s	 k ə p ʒ i ɾ 'a t s 
capteniment	k ə p t ə n i m 'e n	 k ə p t 'ɛ n i m 'e n 
capvespre	k ə b b 'e s p ɾ ə	 k ə p b 'ɛ s p ɾ ə 
capvuitada	k ə b b u j t 'a ð ə	 k ə p b u i t 'a ð ə 
car	k 'a r	 k 'a 
carablanc	k ə ɾ ə b b l 'a ŋ	 k ə ɾ ə β l 'a ŋ 
caràcter	k ə ɾ 'a k t ə r	 k ə ɾ 'a k t ə 
carantoines	k ə ɾ ə n t 'ɔ j n ə s	 k ə ɾ ə n 'ɔ j n ə s 
càrcer	k 'a r s ə	 k 'a r s ə r 
carei	k ə ɾ 'ɛ j	 k ə ɾ 'ɛ i 
carranquejar	k ə r ə ŋ k ə ʒ 'a	 k ə r 'a ŋ k ə ʒ 'a 
cartílags	k ə r t 'i l ə k s	 k ə r t 'i l 'a k s 
casament	k ə z ə m 'e n	 k 'a z ə m 'e n 
castanyereda	k ə s t ə ɲ ə ɾ 'ɛ ð ə	 k ə s t 'a ɲ ə ɾ 'ɛ ð ə 
càtar	k 'a t ə r	 k 'a t 'a 
catastròfic	k ə t ə s t ɾ 'ɔ f i k	 k 'a t ə s t ɾ 'ɔ f i k 
catastròfica	k ə t ə s t ɾ 'ɔ f i k ə	 k 'a t ə s t ɾ 'ɔ f i k ə 
catastròfics	k ə t ə s t ɾ 'ɔ f i k s	 k 'a t ə s t ɾ 'ɔ f i k s 
catastròfiques	k ə t ə s t ɾ 'ɔ f i k ə s	 k 'a t ə s t ɾ 'ɔ f i k ə s 
catastrofisme	k ə t ə s t ɾ u f 'i z m ə	 k 'a t ə s t ɾ u f 'i z m ə 
catorze	k ə t 'o r z ə	 k ə t 'ɔ r z ə 
cautxú	k ə w t ʃ 'u	 k 'a w t ʃ 'u 
caviar	k ə β i 'a r	 k ə β i 'a 
ce	s 'e	 s 'ɛ 
cec	s 'e k	 s 'ɛ k 
cecs	s 'e k s	 s 'ɛ k s 
cega	s 'e ɣ ə	 s 'ɛ ɣ ə 
cegues	s 'e ɣ ə s	 s 'ɛ ɣ ə s 
ceguesa	s ə ɣ 'ɛ z ə	 s ə ɣ u 'ɛ z ə 
Ceilan	s ə j l 'a n	 s ə i l 'a n 
cella	s 'ɛ ʎ ə	 s 'e ʎ ə 
celles	s 'ɛ ʎ ə s	 s 'e ʎ ə s 
cens	s 'ɛ n s	 s 'e n s 
centre	s 'e n t ɾ ə	 s 'ɛ n t ɾ ə 
centren	s 'e n t ɾ ə n	 s 'ɛ n t ɾ ə n 
centres	s 'e n t ɾ ə s	 s 'ɛ n t ɾ ə s 
centri	s 'e n t ɾ i	 s 'ɛ n t ɾ i 
cèntrics	s 'ɛ n t ɾ i k s	 s 'ɛ n t ɾ 'i k s 
centrin	s 'e n t ɾ i n	 s 'ɛ n t ɾ i n 
centro	s 'e n t ɾ u	 s 'ɛ n t ɾ u 
ceptre	s 'e p t ɾ ə	 s 'ɛ p t ɾ ə 
cera	s 'ɛ ɾ ə	 s 'e ɾ ə 
cercle	s 'e r k l ə	 s 'ɛ r k l ə 
cercles	s 'e r k l ə s	 s 'ɛ r k l ə s 
cèrcols	s 'ɛ r k u l s	 s 'ɛ r k 'ɔ l s 
cerquem	s ə r k 'ɛ m	 s 'ɛ r k 'ɛ m 
Cèsar	s 'ɛ z ə r	 s 'ɛ z 'a 
cessament	s ə s ə m 'e n	 s 'ɛ s ə m 'e n 
cessen	s 'e s ə n	 s 'ɛ s ə n 
cessi	s 'e s i	 s 'ɛ s i 
cessin	s 'e s i n	 s 'ɛ s i n 
cèstrum	s 'ɛ s t ɾ u m	 s 'ɛ s t ɾ 'u m 
cianur	s i ə n 'u r	 s 'i ə n 'u 
ciberespai	s i β ə ɾ ə s p 'a j	 s i β ə ɾ ə s p 'a i 
ciberespais	s i β ə ɾ ə s p 'a j s	 s i β ə ɾ ə s p 'a i s 
ciberpunk	s i β ə r p 'u ŋ k	 s i β ə r p 'u n 
ciberseguretat	s i β ə r s ə ɣ u ɾ ə t 'a t	 s i β 'ɛ r s ə ɣ u ɾ ə t 'a t 
cicatriu	s i k ə t ɾ 'i w	 s i k ə t ɾ 'i u 
ciclomotor	s i k l u m u t 'o r	 s i k l u m u t 'o 
cigar	s i ɣ 'a r	 s i ɣ 'a 
cilíndrica	s i l 'i n d ɾ i k ə	 s i l 'i n d ɾ 'i k ə 
ciment	s i m 'e n	 s 'i m 'e n 
cínamom	s 'i n ə m u m	 s 'i n ə m 'o m 
cinc	s 'i ŋ	 s 'i ŋ k 
cincs	s 'i ŋ s	 s 'i ŋ k s 
cintura	s i n t 'u ɾ ə	 s 'i n t 'u ɾ ə 
cintures	s i n t 'u ɾ ə s	 s 'i n t 'u ɾ ə s 
Cir	s 'i r	 s 'i 
circuit	s i r k 'u j t	 s 'i r k 'u j t 
circuits	s i r k 'u j t s	 s 'i r k 'u j t s 
cistellenc	s i s t ə ʎ 'ɛ ŋ	 s i s t ə ʎ 'ɛ n s 
cistercenc	s i s t ə r s 'ɛ ŋ	 s i s t ə r s 'ɛ n s 
ciurons	s i w ɾ 'o n s	 s i u ɾ 'o n s 
ciutadà	s i w t ə ð 'a	 s 'i w t 'a ð 'a 
ciutadana	s i w t ə ð 'a n ə	 s 'i w t ə ð 'a n ə 
ciutadanes	s i w t ə ð 'a n ə s	 s 'i w t ə ð 'a n ə s 
ciutadania	s i w t ə ð ə n 'i ə	 s 'i w t ə ð ə n 'i ə 
ciutadans	s i w t ə ð 'a n s	 s 'i w t ə ð 'a n s 
ciutadella	s i w t ə ð 'e ʎ ə	 s 'i w t ə ð 'e ʎ ə 
Ciutadella	s i w t ə ð 'e ʎ ə	 s 'i w t ə ð 'e ʎ ə 
ciutat	s i w t 'a t	 s 'i w t 'a t 
ciutats	s i w t 'a t s	 s 'i w t 'a t s 
clixé	k l i ʃ 'e	 k l ʃ 'e 
cloïssa	k l u 'i s ə	 k l 'o 'i s ə 
clon	k l 'ɔ n	 k l 'o n 
clona	k l 'ɔ n ə	 k l 'o n ə 
clones	k l 'ɔ n ə s	 k l 'o n ə s 
cloni	k l 'ɔ n i	 k l 'o n i 
clonin	k l 'ɔ n i n	 k l 'o n i n 
clonis	k l 'ɔ n i s	 k l 'o n i s 
clono	k l 'ɔ n u	 k l 'o n u 
clor	k l 'ɔ r	 k l 'o 
clora	k l 'ɔ ɾ ə	 k l 'o ɾ ə 
clores	k l 'ɔ ɾ ə s	 k l 'o ɾ ə s 
clorur	k l u ɾ 'u r	 k l u ɾ 'u 
clos	k l 'ɔ s	 k l 'o s 
closa	k l 'ɔ z ə	 k l 'o z ə 
closes	k l 'ɔ z ə s	 k l 'o z ə s 
closos	k l 'ɔ z u s	 k l 'o z u s 
clou	k l 'ɔ w	 k l 'o 
ço	s 'ɔ	 s 'o 
cobalt	k u β 'a l	 k u β 'a l t 
cobla	k 'o b b l ə	 k 'ɔ b b l ə 
cobles	k 'o b b l ə s	 k 'ɔ b b l ə s 
coca	k 'o k ə	 k 'ɔ k ə 
coclear	k u k l e 'a r	 k u k l e 'a 
coco	k 'o k u	 k 'ɔ k u 
coet	k u 'ɛ t	 k 'ɔ 'ɛ t 
cofoi	k u f 'ɔ j	 k u f 'o i 
cogoma	k u ɣ 'ɔ m ə	 k u ɣ 'o m ə 
cogombre	k u ɣ 'o m b ɾ ə	 k u ɣ 'ɔ m b ɾ ə 
coherentment	k u ə ɾ ə m m 'e n	 k u β ə ɾ 'e n ə m 'e n 
coit	k 'ɔ j t	 k 'o 'i t 
colesteatoma	k u l ə s t e ə t 'ɔ m ə	 k u l ə s t ə ə t 'o m ə 
colesteatomes	k u l ə s t e ə t 'ɔ m ə s	 k u l ə s t ə ə t 'o m ə s 
coll	k 'ɔ ʎ	 k 'o ʎ 
collut	k u ʎ 'u t	 k 'ɔ ʎ 'u t 
colossos	k u l 'o s u s	 k u l 'ɔ s u s 
colze	k 'o l z ə	 k 'ɔ l z ə 
colzes	k 'o l z ə s	 k 'ɔ l z ə s 
comandament	k u m ə n d ə m 'e n	 k u m 'a n d ə m 'e n 
comboi	k u m b 'ɔ j	 k u m b 'o i 
començament	k u m ə n s ə m 'e n	 k u m 'ɛ n s ə m 'e n 
Comores	k u m 'ɔ ɾ ə s	 k u m 'o ɾ ə s 
compartiment	k u m p ə r t i m 'e n	 k u m p 'a r t i m 'e n 
complement	k u m p l ə m 'e n	 k 'ɔ m p l ə m 'e n 
complerts	k u m p l 'ɛ r s	 k u m p l 'ɛ r t s 
còmplices	k 'ɔ m p l i s ə s	 k 'ɔ m p l 'i s ə s 
compliment	k u m p l i m 'e n	 k 'ɔ m p l i m 'e n 
compon	k u m p 'ɔ n	 k u m p 'o n 
comportament	k u m p u r t ə m 'e n	 k u m p 'ɔ r t ə m 'e n 
compost	k u m p 'ɔ s t	 k u m p 'o s t 
compra	k 'o m p ɾ ə	 k 'ɔ m p ɾ ə 
compren	k 'o m p ɾ ə n	 k 'ɔ m p ɾ ə n 
compres	k 'o m p ɾ ə s	 k 'ɔ m p ɾ ə s 
compro	k 'o m p ɾ u	 k 'ɔ m p ɾ u 
compta	k 'o m t ə	 k 'ɔ m t ə 
comptar	k u m t 'a	 k u m p t 'a 
comptat	k u m t 'a t	 k u m p t 'a t 
comptatge	k u m t 'a d ʒ ə	 k u m p t 'a d ʒ ə 
comptatges	k u m t 'a d ʒ ə s	 k u m p t 'a d ʒ ə s 
comptats	k u m t 'a t s	 k u m p t 'a t s 
compte	k 'o m t ə	 k 'ɔ m p t ə 
compten	k 'o m t ə n	 k 'ɔ m p t ə n 
comptes	k 'o m t ə s	 k 'ɔ m p t ə s 
compti	k 'o m t i	 k 'ɔ m p t i 
comptin	k 'o m t i n	 k 'ɔ m p t i n 
compto	k 'o m t u	 k 'ɔ m p t u 
comte	k 'o m t ə	 k 'ɔ m t ə 
comtes	k 'o m t ə s	 k 'ɔ m t ə s 
comtessa	k u m t 'ɛ s ə	 k u m t 'e s ə 
conca	k 'o ŋ k ə	 k 'ɔ ŋ k ə 
concepte	k u n s 'e p t ə	 k u n s 'ɛ p t ə 
concloses	k u ŋ k l 'ɔ z ə s	 k u ŋ k l 'o z ə s 
conclosos	k u ŋ k l 'ɔ z u s	 k u ŋ k l 'o z u s 
concórrer	k u ŋ k 'o r ə	 k u ŋ k 'o r 'e 
concret	k u ŋ k ɾ 'e t	 k u ŋ k ɾ 'ɛ t 
concurs	k u ŋ k 'u r s	 k 'o ŋ k 'u r s 
concursos	k u ŋ k 'u r s u s	 k 'o ŋ k 'u r s u s 
condicionament	k u n d i s i u n ə m 'e n	 k u n d i s i 'ɔ n ə m 'e n 
còndor	k 'ɔ n d u r	 k 'ɔ n d 'o 
coneixement	k u n ə ʃ ə m 'e n	 k u n 'ɛ ʃ ə m 'e n 
conéixer	k u n 'e ʃ ə	 k u n 'e ʃ 'e 
conjuntura	k u n ʒ u n t 'u ɾ ə	 k u n ʒ 'u n t 'u ɾ ə 
conques	k 'o ŋ k ə s	 k 'ɔ ŋ k ə s 
conquesta	k u ŋ k 'e s t ə	 k u ŋ k 'ɛ s t ə 
conscientment	k u n s i ə m m 'e n	 k u n s i 'e n ə m 'e n 
consell	k u n s 'ɛ ʎ	 k u n s 'e ʎ 
consens	k u n s 'ɛ n s	 k u n s 'e n s 
consentiment	k u n s ə n t i m 'e n	 k u n s 'ɛ n t i m 'e n 
conseqüentment	k u n s ə k w ə m m 'e n	 k u n s ə k w 'e n ə m 'e n 
consta	k 'o n s t ə	 k 'ɔ n s t ə 
constantment	k u n s t ə m m 'e n	 k u n s t 'a n ə m 'e n 
consten	k 'o n s t ə n	 k 'ɔ n s t ə n 
consuetud	k u n s u ə t 'u t	 k u n s ə t 'u t 
consular	k u n s u l 'a r	 k u n s u l 'a 
conta	k 'o n t ə	 k 'ɔ n t ə 
conte	k 'o n t ə	 k 'ɔ n t ə 
conten	k 'o n t ə n	 k 'ɔ n t ə n 
contes	k 'o n t ə s	 k 'ɔ n t ə s 
context	k u n t 'e k s t	 k u n t 'ɛ k s t 
contrarestades	k u n t ɾ ə ɾ ə s t 'a ð ə s	 k u n t ɾ 'a ɾ ə s t 'a ð ə s 
contrarestats	k u n t ɾ ə ɾ ə s t 'a t s	 k u n t ɾ 'a ɾ ə s t 'a t s 
contret	k u n t ɾ 'e t	 k u n t ɾ 'ɛ t 
contreta	k u n t ɾ 'e t ə	 k u n t ɾ 'ɛ t ə 
contrets	k u n t ɾ 'e t s	 k u n t ɾ 'ɛ t s 
contundent	k u n t u n d 'e n	 k u n t 'u n d 'e n 
convèncer	k u m b 'ɛ n s ə	 k u m b 'ɛ n s ə r 
convenientment	k u m b ə n i ə m m 'e n	 k u m b ə n i 'e n ə m 'e n 
copa	k 'o p ə	 k 'ɔ p ə 
Copenhaguen	k u p ə n 'a ɣ ə n	 k u p ə n u 'a ɣ ə n 
copes	k 'o p ə s	 k 'ɔ p ə s 
copiarà	k u p i ə ɾ 'a	 k u p i 'a ɾ 'a 
copisteria	k u p i s t ə ɾ 'i ə	 k u p 'i s t ə ɾ 'i ə 
copsa	k 'o p s ə	 k 'ɔ p s ə 
coquessa	k u k 'ɛ s ə	 k u k 'e s ə 
cor	k 'ɔ r	 k 'o 
cora	k 'ɔ ɾ ə	 k 'o ɾ ə 
coreana	k u ɾ e 'a n ə	 k u ɾ 'ɛ 'a n ə 
coreanes	k u ɾ e 'a n ə s	 k u ɾ 'ɛ 'a n ə s 
coreans	k u ɾ e 'a n s	 k u ɾ 'ɛ 'a n s 
córner	k 'o r n ə	 k 'o r n 'e 
cornubianita	k u r n u β i ə n 'i t ə	 k u r n u β 'i ə n 'i t ə 
corre	k 'o r ə	 k 'ɔ r ə 
corren	k 'o r ə n	 k 'ɔ r ə n 
córrer	k 'o r ə	 k 'o r 'e 
corri	k 'o r i	 k 'ɔ r i 
corrin	k 'o r i n	 k 'ɔ r i n 
corro	k 'o r u	 k 'ɔ r u 
corroït	k u r u 'i t	 k u r 'ɔ 'i t 
corrompre	k u r 'o m p ɾ ə	 k u r 'ɔ m p ɾ ə 
corrompuda	k u r u m p 'u ð ə	 k u r 'o m p 'u ð ə 
corrompudes	k u r u m p 'u ð ə s	 k u r 'o m p 'u ð ə s 
corromput	k u r u m p 'u t	 k u r 'o m p 'u t 
corromputs	k u r u m p 'u t s	 k u r 'o m p 'u t s 
cors	k 'ɔ r s	 k 'o s 
corsa	k 'o r s ə	 k 'ɔ r s ə 
corses	k 'o r s ə s	 k 'ɔ r s ə s 
corsos	k 'o r s u s	 k 'ɔ r s u s 
Corts	k 'o r s	 k 'o r t s 
Cortsaví	k u r t s ə β 'i	 k 'ɔ r t s ə β 'i 
cos	k 'ɔ s	 k 'o s 
cosa	k 'ɔ z ə	 k 'o z ə 
coses	k 'ɔ z ə s	 k 'o z ə s 
cosinus	k u s 'i n u s	 k u z 'i n u s 
cost	k 'ɔ s t	 k 'o s t 
cotxe	k 'o t ʃ ə	 k 'ɔ t ʃ ə 
cotxes	k 'o t ʃ ə s	 k 'ɔ t ʃ ə s 
cou	k 'ɔ w	 k 'o w 
creada	k ɾ e 'a ð ə	 k ə e 'a ð ə 
creades	k ɾ e 'a ð ə s	 k ə e 'a ð ə s 
creen	k ɾ 'e ə n	 k ɾ 'ɛ ə n 
creença	k ɾ ə 'ɛ n s ə	 k ɾ 'ɛ 'ɛ n s ə 
creï	k ɾ 'e i	 k ɾ 'ɛ i 
creient	k ɾ ə j 'e n	 k ɾ ə i 'e n 
creïn	k ɾ 'e i n	 k ɾ ə 'i n 
creixement	k ɾ ə ʃ ə m 'e n	 k ɾ 'ɛ ʃ ə m 'e n 
creixen	k ɾ 'e ʃ ə n	 k ɾ 'ɛ ʃ ə n 
créixer	k ɾ 'e ʃ ə	 k ɾ 'e ʃ 'e 
crema	k ɾ 'e m ə	 k ɾ 'ɛ m ə 
cremen	k ɾ 'e m ə n	 k ɾ 'ɛ m ə n 
cremes	k ɾ 'e m ə s	 k ɾ 'ɛ m ə s 
cremi	k ɾ 'e m i	 k ɾ 'ɛ m i 
cremin	k ɾ 'e m i n	 k ɾ 'ɛ m i n 
crepuscular	k ɾ ə p u s k u l 'a r	 k ɾ ə p u s k u l 'a 
cretenc	k ɾ ə t 'ɛ ŋ	 k ɾ ə t 'ɛ n s 
criatura	k ɾ i ə t 'u ɾ ə	 k ɾ 'i ə t 'u ɾ ə 
criatures	k ɾ i ə t 'u ɾ ə s	 k ɾ 'i ə t 'u ɾ ə s 
cristianismes	k ɾ i s t i ə n 'i z m ə s	 k ɾ i s t 'i ə n 'i z m ə s 
croat	k ɾ u 'a t	 k ɾ 'ɔ 'a t 
cuaample	k u ə 'a m p l ə	 k u 'a 'a m p l ə 
cuablau	k u ə b b l 'a w	 k u 'a b b l 'a w 
cuidada	k u j ð 'a ð ə	 k u i ð 'a ð ə 
cuidades	k u j ð 'a ð ə s	 k u i ð 'a ð ə s 
cuidar	k u j ð 'a	 k u i ð 'a 
cuidares	k u j ð 'a ɾ ə s	 k u i ð 'a ɾ ə s 
cuidat	k u j ð 'a t	 k u i ð 'a t 
cuidats	k u j ð 'a t s	 k u i ð 'a t s 
cuidava	k u j ð 'a β ə	 k u i ð 'a β ə 
cuidem	k u j ð 'ɛ m	 k u i ð 'ɛ m 
cuinada	k u j n 'a ð ə	 k u i n 'a ð ə 
cuinades	k u j n 'a ð ə s	 k u i n 'a ð ə s 
cuinar	k u j n 'a	 k u i n 'a 
cuinat	k u j n 'a t	 k u i n 'a t 
cuinats	k u j n 'a t s	 k u i n 'a t s 
cuiner	k u j n 'e	 k u i n 'e 
cuir	k 'u j r	 k 'u ʃ 
cuitada	k u j t 'a ð ə	 k u i t 'a ð ə 
cuitades	k u j t 'a ð ə s	 k u i t 'a ð ə s 
cuitar	k u j t 'a	 k u i t 'a 
cuitat	k u j t 'a t	 k u i t 'a t 
cuitats	k u j t 'a t s	 k u i t 'a t s 
cultura	k u l t 'u ɾ ə	 k 'u l t 'u ɾ ə 
cultures	k u l t 'u ɾ ə s	 k 'u l t 'u ɾ ə s 
curricular	k u r i k u l 'a r	 k u r i k u l 'a 
currículum	k u r 'i k u l u m	 k u r 'i k u l 'u m 
currículums	k u r 'i k u l u m s	 k u r 'i k u l 'u m s 
curts	k 'u r s	 k 'u r t s 
cuscuta	k u s k 'u t ə	 k 'u s k 'u t ə 
d'acord	d ə k 'ɔ r t	 d ə k 'o r t 
d'hora	d 'ɔ ɾ ə	 d i 'o ɾ ə 
dard	d 'a r t	 d 'a r 
darrere	d ə r 'e ɾ ə	 d ə r 'ɛ ɾ ə 
de	d 'ə	 d ə 
dècade	d 'ɛ k ə ð ə	 d 'ɛ k 'a ð ə 
decor	d ə k 'o r	 d ə k 'o 
decréixer	d ə k ɾ 'e ʃ ə	 d ə k ɾ 'e ʃ 'e 
decret	d ə k ɾ 'e t	 d ə k ɾ 'ɛ t 
Deessa	d ə 'ɛ s ə	 d 'e 'e s ə 
deessa	d ə 'ɛ s ə	 d 'e 'e s ə 
defalliment	d ə f ə ʎ i m 'e n	 d ə f 'a ʎ i m 'e n 
dèficit	d 'ɛ f i s i t	 d 'ɛ f i s 'i t 
defora	d ə f 'ɔ ɾ ə	 d ə f 'o ɾ ə 
degoteig	d ə ɣ u t 'ɛ t ʃ	 d ə ɣ u t 'ɛ ʃ 
dei	d 'ɛ j	 d 'ɛ i 
deis	d 'ɛ j s	 d 'ɛ i s 
deixeble	d ə ʃ 'e b b l ə	 d ə ʃ 'ɛ b b l ə 
deixis	d 'e ʃ i s	 d 'ɛ ʃ i s 
deler	d ə l 'ɛ	 d ə l 'e 
delictiu	d ə l i k t 'i w	 d ə l 'i k t 'i w 
delictius	d ə l i k t 'i w s	 d ə l 'i k t 'i w s 
delictiva	d ə l i k t 'i β ə	 d ə l 'i k t 'i β ə 
delictives	d ə l i k t 'i β ə s	 d ə l 'i k t 'i β ə s 
delinqüència	d ə l i ŋ k w 'ɛ n s i ə	 d ə l i n ə w 'ɛ n s i ə 
demagog	d ə m ə ɣ 'ɔ k	 d ə m ə ɣ 'o 
Dénia	d 'e n i ə	 d 'e n 'i ə 
dens	d 'ɛ n s	 d 'e n s 
departament	d ə p ə r t ə m 'e n	 d ə p 'a r t ə m 'e n 
desa	d 'e z ə	 d 'ɛ z ə 
